1649871534216,2,0
1649871535481,3,0
1649871536795,4,0
1649871537968,5,0
1649871539085,6,0
1649871540234,7,0
1649871541413,8,0
1649871542596,9,0
1649871543933,10,0
1649871545153,11,0
1649871546325,12,0
1649871547451,13,0
1649871548643,14,0
1649871551027,16,0
1649871552284,17,0
1649871554098,18,0
1649871554858,19,0
1649871556092,20,0
1649871557385,21,0
1649871558674,22,0
1649871561342,24,0
1649871562608,25,0
1649871563804,26,0
1649871565077,27,0
1649871566901,28,0
1649871568172,29,0
1649871568960,30,0
1649871570212,31,0
1649871571455,32,0
1649871572717,33,0
1649871575270,34,0
1649871576690,35,0
1649871578562,36,0
1649871579391,37,0
1649871582025,38,0
1649871583271,39,0
1649871584530,40,0
1649871587268,42,0
1649871588631,43,0
1649871589861,44,0
1649871591110,45,0
1649871592285,46,0
1649871593489,47,0
1649871594665,48,0
1649871596109,49,1
1649871597403,50,1
1649871598678,51,1
1649871599966,52,1
1649871601264,53,1
1649871602509,54,1
1649871603722,55,1
1649871604986,56,1
1649871606262,57,1
1649871607457,58,1
1649871608698,59,1
1649871609916,60,1
1649871611142,61,1
1649871612363,62,1
1649871614820,63,1
1649871615998,64,1
1649871617212,65,1
1649871618409,66,1
1649871619602,67,1
1649871620832,68,1
1649871622054,69,1
1649871623213,70,1
1649871624391,71,1
1649871625526,72,1
1649871626683,73,1
1649871627804,74,1
1649871629019,75,1
1649871630182,76,1
1649871631329,77,1
1649871632507,78,1
1649871633765,79,1
1649871635014,80,1
1649871636428,81,1
1649871637780,82,1
1649871639035,83,1
1649871640263,84,1
1649871641472,85,1
1649871642698,86,1
1649871644026,87,1
1649871645584,88,1
1649871647300,89,1
1649871650979,91,2
1649871652451,92,2
1649871653838,93,2
1649871655123,94,2
1649871656518,95,2
1649871657950,96,2
1649871660645,97,2
1649871662045,98,2
1649871663454,99,2
1649871664804,100,2
1649871666231,101,2
1649871667583,102,2
1649871668932,103,2
1649871670350,104,2
1649871671712,105,2
1649871673133,106,2
1649871674516,107,2
1649871675874,108,2
1649871677313,109,2
1649871678685,110,2
1649871680062,111,2
1649871681408,112,2
1649871682818,113,2
1649871684189,114,2
1649871685591,115,2
1649871687075,116,2
1649871688536,117,2
1649871689954,118,2
1649871691507,119,2
1649871693074,120,2
1649871694608,121,2
1649871696112,122,2
1649871697540,123,2
1649871699095,124,2
1649871701091,125,2
1649871702552,126,2
1649871704017,127,2
1649871705470,128,2
1649871706851,129,2
1649871708241,130,2
1649871709551,131,2
1649871710826,132,2
1649871712180,133,2
1649871713520,134,2
1649871714863,135,2
1649871728508,138,4
1649871729908,139,4
1649871732437,140,4
1649871733682,141,4
1649871734927,142,4
1649871736220,143,4
1649871737484,144,4
1649871741396,145,4
1649871743877,146,4
1649871745155,147,4
1649871746500,148,4
1649871747818,149,4
1649871749125,150,4
1649871750374,151,4
1649871751645,152,4
1649871752897,153,4
1649871754128,154,4
1649871756510,155,4
1649871757961,156,4
1649871760224,157,4
1649871761420,158,4
1649871762570,159,4
1649871763778,160,4
1649871765029,161,4
1649871766351,162,4
1649871768796,163,4
1649871770043,164,4
1649871772459,165,4
1649871774922,167,4
1649871776163,168,4
1649871778552,170,4
1649871779850,171,4
1649871781137,172,4
1649871782742,173,4
1649871783665,174,4
1649871784887,175,4
1649871786116,176,4
1649871787368,177,4
1649871789681,178,4
1649871790868,179,4
1649871792145,180,4
1649871794948,181,4
1649871796351,182,4
1649871797602,183,4
1649871798763,184,4
1649871800011,185,4
1649871801164,186,4
1649871802323,187,4
1649871803506,188,4
1649871805357,189,4
1649871806893,190,4
1649871808042,191,3
1649871809413,192,3
1649871813875,193,3
1649871815839,194,3
1649871817082,195,3
1649871819786,196,3
1649871821177,197,3
1649871822557,198,3
1649871823947,199,3
1649871829382,201,3
1649871830852,202,3
1649871835074,203,3
1649871836363,204,3
1649871840660,205,3
1649871842004,206,3
1649871846134,207,3
1649871847623,208,3
1649871848955,209,3
1649871851642,210,3
1649871853029,211,3
1649871857192,212,3
1649871858545,213,3
1649871868413,214,3
1649871869894,215,3
1649871871336,216,3
1649871874460,217,3
1649871875917,218,3
1649871877331,219,3
1649871880267,220,3
1649871881628,221,3
1649871885607,223,3
1649871887058,224,3
1649871888421,225,3
1649871893082,226,3
1649871894476,227,3
1649871895790,228,3
1649871898514,229,3
1649871901283,230,3
1649871903927,231,3
1649871907817,232,3
1649871917213,233,3
1649871918570,234,3
1649871919878,235,3
1649871921204,236,3
1649871926507,237,3
