1,3,1650138702272,1650138702754
1,0,1650138704706,1650138704906
2,0,1650138706481,1650138706680
3,0,1650138710922,1650138711107
4,0,1650138713045,1650138713234
5,0,1650138715107,1650138715306
6,0,1650138717343,1650138717537
7,0,1650138719599,1650138719804
8,0,1650138721592,1650138721786
9,0,1650138723672,1650138723861
10,0,1650138725590,1650138725785
11,0,1650138727706,1650138727903
12,0,1650138729772,1650138729955
13,0,1650138731708,1650138731910
14,0,1650138733852,1650138734039
15,0,1650138736004,1650138736206
16,0,1650138738052,1650138738243
17,0,1650138742138,1650138742345
18,0,1650138746044,1650138746237
19,0,1650138747839,1650138748042
20,0,1650138749991,1650138750200
21,0,1650138752092,1650138752299
22,0,1650138753916,1650138754122
23,0,1650138756004,1650138756193
24,0,1650138757807,1650138758002
25,0,1650138759604,1650138759795
26,0,1650138761351,1650138761555
27,0,1650138764005,1650138764195
28,0,1650138766407,1650138766603
29,0,1650138768464,1650138768680
30,0,1650138770584,1650138770779
31,0,1650138772411,1650138772611
32,0,1650138774442,1650138774645
33,0,1650138776274,1650138776477
34,0,1650138778381,1650138778571
35,0,1650138780587,1650138780795
36,0,1650138782258,1650138782464
37,0,1650138784145,1650138784326
38,0,1650138785711,1650138785904
39,0,1650138787583,1650138787786
40,0,1650138789712,1650138789901
41,0,1650138791720,1650138791913
42,0,1650138793654,1650138793828
1,2,1650138799140,1650138799265
2,2,1650138802920,1650138803991
3,2,1650138805439,1650138806514
4,2,1650138807964,1650138808788
5,2,1650138814241,1650138815253
43,0,1650138817211,1650138817395
6,2,1650138818010,1650138819109
7,2,1650138823050,1650138823365
8,2,1650138825559,1650138825715
9,2,1650138828075,1650138828141
10,2,1650138830594,1650138830657
11,2,1650138833122,1650138833405
1,4,1650138835638,1650138835778
2,4,1650138836903,1650138838140
3,4,1650138838156,1650138838178
12,2,1650138841931,1650138842839
13,2,1650138846969,1650138847786
14,2,1650138851996,1650138852629
15,2,1650138859551,1650138860745
16,2,1650138865850,1650138866198
17,2,1650138868380,1650138868835
18,2,1650138870902,1650138871845
19,2,1650138873429,1650138874449
20,2,1650138875952,1650138877032
44,0,1650138879446,1650138879650
21,2,1650138880978,1650138881601
22,2,1650138886011,1650138886597
23,2,1650138888530,1650138889102
24,2,1650138891044,1650138891325
25,2,1650138893557,1650138893698
26,2,1650138894821,1650138896042
27,2,1650138899836,1650138900547
28,2,1650138914935,1650138915261
29,2,1650138919976,1650138920497
30,2,1650138928774,1650138929150
31,2,1650138937585,1650138937978
2,3,1650138942613,1650138943609
32,2,1650138947639,1650138948370
33,2,1650138950149,1650138950594
34,2,1650138952662,1650138953371
35,2,1650138955185,1650138955863
36,2,1650138957704,1650138958362
37,2,1650138960223,1650138960772
38,2,1650138962741,1650138963020
39,2,1650138964005,1650138965238
40,2,1650138966532,1650138967583
41,2,1650138969039,1650138969568
42,2,1650138971568,1650138971832
43,2,1650138972843,1650138974069
44,2,1650138975354,1650138976042
1,1,1650138980378,1650138981590
2,1,1650138982893,1650138983927
3,1,1650138985410,1650138986181
4,1,1650138987924,1650138988375
5,1,1650138990442,1650138991015
6,1,1650138992962,1650138993138
7,1,1650138995492,1650138995543
8,1,1650138998011,1650138998329
9,1,1650138999269,1650139000525
10,1,1650139000542,1650139000570
11,1,1650139003061,1650139003436
12,1,1650139005577,1650139005966
13,1,1650139008083,1650139008516
14,1,1650139010593,1650139010813
15,1,1650139013120,1650139013187
16,1,1650139014383,1650139015641
17,1,1650139015657,1650139015681
18,1,1650139018171,1650139018834
19,1,1650139023195,1650139024057
20,1,1650139025709,1650139026756
21,1,1650139028229,1650139029071
22,1,1650139030742,1650139031071
23,1,1650139032009,1650139033251
24,1,1650139035778,1650139036516
25,1,1650139038297,1650139038659
26,1,1650139040816,1650139041210
27,1,1650139042079,1650139043270
28,1,1650139044591,1650139045610
29,1,1650139047099,1650139047902
30,1,1650139049612,1650139049991
31,1,1650139052123,1650139052210
32,1,1650139054636,1650139055275
33,1,1650139057159,1650139057402
34,1,1650139059681,1650139059807
35,1,1650139060941,1650139062123
36,1,1650139063456,1650139064325
37,1,1650139065981,1650139066485
38,1,1650139068509,1650139068652
39,1,1650139069762,1650139070975
40,1,1650139072286,1650139073118
41,1,1650139074805,1650139075245
42,1,1650139077327,1650139077542
43,1,1650139079846,1650139079971
44,1,1650139081112,1650139082321
3,3,1650139087391,1650139088636
4,3,1650139088654,1650139088682
5,3,1650139089914,1650139090834
