1649982966170,1,0
1649982971256,2,0
1649982974220,3,0
1649982977113,4,0
1649982979505,5,0
1649982987544,6,0
1649982989947,7,0
1649982997330,8,0
1649982999681,9,0
1649983001987,10,2
1649983010354,11,0
1649983013391,12,0
1649983016624,13,0
1649983019844,14,0
1649983023017,15,2
1649983025969,16,0
1649983028853,17,0
1649983032125,18,0
1649983034814,19,0
1649983037554,20,0
1649983040693,21,0
1649983043519,22,0
1649983046142,23,0
1649983049387,24,0
1649983052626,25,0
1649983055589,26,0
1649983058526,27,0
1649983061235,28,0
1649983063815,29,0
1649983066279,30,0
1649983068804,31,0
1649983071453,32,0
1649983073982,33,0
1649983076402,34,0
1649983078920,35,0
1649983081555,36,0
1649983086965,37,0
1649983089730,38,1
1649983092603,39,0
1649983095172,40,0
1649983097973,41,0
1649983100708,42,0
1649983103319,43,0
1649983106087,44,0
1649983108577,45,0
1649983111399,46,0
1649983119385,47,1
1649983122099,48,1
1649983124630,49,1
1649983127368,50,1
1649983129864,51,1
1649983132580,52,1
1649983134880,53,1
1649983137658,54,1
1649983139916,55,1
1649983142323,56,1
1649983144761,57,1
1649983147324,58,1
1649983149792,59,1
1649983152505,60,1
1649983154546,61,1
1649983156745,62,1
1649983159174,63,1
1649983161375,64,1
1649983163618,65,1
1649983166207,66,1
1649983168388,67,1
1649983170507,68,1
1649983172644,69,1
1649983174903,70,1
1649983177541,71,1
1649983180189,72,1
1649983183124,73,1
1649983185890,74,1
1649983188747,75,1
1649983191367,76,1
1649983193566,77,1
1649983196365,78,1
1649983198372,79,1
1649983200688,80,1
1649983202874,81,1
1649983205210,82,1
1649983207814,83,1
1649983210438,84,1
1649983212912,85,1
1649983215508,86,1
1649983217885,87,1
1649983220269,88,1
1649983222906,89,1
1649983225586,90,1
1649983234051,91,2
1649983236607,92,2
1649983239021,93,2
1649983241102,94,2
1649983242931,95,2
1649983244890,96,2
1649983247367,97,2
1649983250126,98,2
1649983252648,99,2
1649983254831,100,2
1649983257217,101,2
1649983259596,102,2
1649983262345,103,2
1649983264921,104,2
1649983267543,105,2
1649983269946,106,2
1649983272361,107,2
1649983274831,108,2
1649983277303,109,2
1649983279901,110,2
1649983282412,111,2
1649983285137,112,2
1649983287725,113,2
1649983290221,114,2
1649983292758,115,2
1649983295211,116,2
1649983298027,117,2
1649983300524,118,2
1649983303128,119,2
1649983305984,120,2
1649983308601,121,2
1649983311109,122,2
1649983313960,123,2
1649983316945,124,2
1649983319972,125,2
1649983322957,126,2
1649983326123,127,2
1649983328921,128,2
1649983331484,129,2
1649983334461,130,2
1649983337174,131,2
1649983339934,132,2
1649983342777,133,2
1649983345654,134,2
1649983348672,135,2
1649983351621,136,2
1649983358790,137,4
1649983398484,138,0
1649983423387,139,4
1649983425857,140,4
1649983428011,141,4
1649983430573,142,4
1649983433170,143,4
1649983435855,144,4
1649983438367,145,4
1649983440770,146,4
1649983443369,147,4
1649983446065,148,4
1649983448421,149,4
1649983451268,150,4
1649983456412,151,4
1649983458931,152,4
1649983461348,153,4
1649983463714,154,4
1649983465906,155,4
1649983468501,156,4
1649983470775,157,4
1649983473394,158,4
1649983475970,159,4
1649983478447,160,4
1649983480997,161,4
1649983483534,162,4
1649983485933,163,4
1649983488660,164,4
1649983491060,165,4
1649983493387,166,4
1649983496024,167,4
1649983498406,168,4
1649983500976,169,4
1649983503846,170,4
1649983505937,171,4
1649983508754,172,4
1649983511251,173,4
1649983513800,174,4
1649983516103,175,4
1649983518591,176,4
1649983521872,177,4
1649983524345,178,4
1649983526939,179,4
1649983529808,180,4
1649983532379,181,4
1649983534830,182,4
1649983539008,183,3
1649983544198,184,3
1649983553650,185,3
1649983556335,186,3
1649983559052,187,1
1649983564480,188,3
1649983567123,189,3
1649983569634,190,3
1649983572176,191,3
1649983574404,192,3
1649983581588,193,3
1649983584093,194,3
1649983586241,195,3
1649983588503,196,3
1649983590810,197,3
1649983593143,198,3
1649983599873,199,3
1649983604585,200,3
1649983609280,201,3
1649983611575,202,3
1649983613860,203,3
1649983615959,204,3
1649983618216,205,3
1649983620419,206,3
1649983624944,207,3
1649983627345,208,3
1649983629633,209,3
1649983631856,210,3
1649983633818,211,3
1649983635991,212,3
1649983638189,213,1
1649983640881,214,3
1649983643323,215,3
1649983647891,216,3
1649983650102,217,3
1649983654582,218,3
1649983657058,219,3
1649983659481,220,3
1649983661783,221,3
1649983671816,222,3
1649983676730,223,3
1649983686486,224,3
1649983688645,225,3
1649983691015,226,3
1649983693380,227,3
1649983695644,228,3
1649983698362,229,3
