1,0,1649811960078,1649811960270
2,0,1649811960438,1649811960630
3,0,1649811962422,1649811962610
4,0,1649811963805,1649811963995
5,0,1649811965304,1649811965508
6,0,1649811967013,1649811967196
7,0,1649811975639,1649811975828
8,0,1649811977976,1649811978172
9,0,1649811982027,1649811982222
10,0,1649811983902,1649811984102
11,0,1649811985913,1649811986124
12,0,1649811987804,1649811987992
13,0,1649811995678,1649811995867
14,0,1649811997782,1649811997979
15,0,1649811999928,1649812000111
16,0,1649812002102,1649812002287
17,0,1649812004313,1649812004519
18,0,1649812006398,1649812006576
19,0,1649812008455,1649812008661
20,0,1649812010588,1649812010783
21,0,1649812012602,1649812012808
22,0,1649812014720,1649812014933
23,0,1649812016940,1649812017128
24,0,1649812019293,1649812019484
25,0,1649812021386,1649812021573
26,0,1649812023480,1649812023683
27,0,1649812026570,1649812026775
28,0,1649812028998,1649812029187
29,0,1649812031110,1649812031301
30,0,1649812033385,1649812033588
31,0,1649812035665,1649812035870
32,0,1649812037791,1649812037977
33,0,1649812042965,1649812043152
34,0,1649812045521,1649812045716
35,0,1649812047925,1649812048119
36,0,1649812050052,1649812050239
37,0,1649812052237,1649812052433
38,0,1649812054579,1649812054766
39,0,1649812056909,1649812057095
40,0,1649812058872,1649812059075
41,0,1649812060889,1649812061093
42,0,1649812064120,1649812064316
43,0,1649812066699,1649812066888
44,0,1649812068650,1649812068839
45,0,1649812070587,1649812070790
2,2,1649812093764,1649812093843
3,2,1649812095020,1649812095950
4,2,1649812103808,1649812104725
5,2,1649812106322,1649812106548
6,2,1649812107588,1649812108404
7,2,1649812110115,1649812110244
8,2,1649812111377,1649812112254
9,2,1649812113893,1649812114064
10,2,1649812115156,1649812116004
11,2,1649812117669,1649812117966
12,2,1649812118933,1649812119972
13,2,1649812121454,1649812122093
14,2,1649812125225,1649812125857
15,2,1649812127741,1649812127813
16,2,1649812131509,1649812131662
17,2,1649812132771,1649812133550
18,2,1649812135304,1649812135657
19,2,1649812136570,1649812137627
20,2,1649812139084,1649812139470
21,2,1649812140350,1649812141368
22,2,1649812142865,1649812143062
23,2,1649812144123,1649812145117
24,2,1649812146648,1649812147247
25,2,1649812149168,1649812149297
26,2,1649812152961,1649812153437
27,2,1649812154227,1649812155384
28,2,1649812156743,1649812157206
29,2,1649812160514,1649812161188
30,2,1649812163029,1649812163106
31,2,1649812164298,1649812165001
32,2,1649812165555,1649812166806
33,2,1649812166823,1649812166854
34,2,1649812168084,1649812168904
35,2,1649812170613,1649812170917
36,2,1649812176887,1649812177170
37,2,1649812178150,1649812179052
38,2,1649812180658,1649812181019
39,2,1649812181922,1649812182981
40,2,1649812184439,1649812184942
41,2,1649812188209,1649812188866
42,2,1649812189461,1649812190641
43,2,1649812194517,1649812194645
44,2,1649812195779,1649812196574
45,2,1649812197037,1649812198042
1,1,1649812202065,1649812202348
2,1,1649812204575,1649812205459
3,1,1649812208344,1649812208505
4,1,1649812210868,1649812211662
5,1,1649812213382,1649812214015
6,1,1649812215897,1649812217111
7,1,1649812218422,1649812219419
8,1,1649812220943,1649812222180
9,1,1649812222196,1649812222262
10,1,1649812227252,1649812228264
11,1,1649812229778,1649812230520
12,1,1649812232285,1649812232990
13,1,1649812234816,1649812235537
14,1,1649812237344,1649812238052
15,1,1649812241113,1649812241629
16,1,1649812243634,1649812243994
17,1,1649812248679,1649812248805
18,1,1649812249952,1649812250946
19,1,1649812254978,1649812255621
20,1,1649812257497,1649812258099
21,1,1649812260038,1649812260521
22,1,1649812262553,1649812262998
23,1,1649812265057,1649812265347
24,1,1649812267579,1649812267884
25,1,1649812271363,1649812272284
26,1,1649812273872,1649812274447
27,1,1649812277641,1649812277820
28,1,1649812281414,1649812281831
29,1,1649812283932,1649812283998
30,1,1649812287720,1649812288333
31,1,1649812290226,1649812290738
32,1,1649812292756,1649812293296
33,1,1649812295279,1649812295610
34,1,1649812297804,1649812298566
35,1,1649812300329,1649812300547
36,1,1649812302850,1649812303234
37,1,1649812305366,1649812306295
38,1,1649812307884,1649812308344
39,1,1649812312915,1649812313106
40,1,1649812315430,1649812316310
41,1,1649812317944,1649812319042
42,1,1649812321707,1649812322117
43,1,1649812324213,1649812324358
44,1,1649812325472,1649812326432
45,1,1649812327992,1649812329235
46,1,1649812329252,1649812329262
5,3,1649812348109,1649812348432
6,3,1649812350637,1649812351262
7,3,1649812353156,1649812353711
8,3,1649812355667,1649812355993
9,3,1649812358176,1649812358480
10,3,1649812359433,1649812360679
11,3,1649812360696,1649812360701
12,3,1649812361948,1649812362911
13,3,1649812364478,1649812365086
14,3,1649812365731,1649812366973
15,3,1649812366989,1649812367013
16,3,1649812369504,1649812370107
17,3,1649812372014,1649812372186
18,3,1649812373272,1649812374126
19,3,1649812377042,1649812377773
20,3,1649812379563,1649812380323
21,3,1649812382081,1649812382325
22,3,1649812383345,1649812384183
23,3,1649812387136,1649812388286
24,3,1649812389662,1649812390597
25,3,1649812392187,1649812392593
26,3,1649812393443,1649812394460
27,3,1649812395951,1649812396666
28,3,1649812398473,1649812399063
29,3,1649812400999,1649812401494
30,3,1649812402264,1649812403500
31,3,1649812403516,1649812403582
32,3,1649812404782,1649812405550
33,3,1649812408579,1649812409731
34,3,1649812411103,1649812411923
35,3,1649812413627,1649812413806
36,3,1649812414889,1649812415548
37,3,1649812417412,1649812418577
38,3,1649812419926,1649812420328
39,3,1649812421192,1649812422436
40,3,1649812422452,1649812422493
41,3,1649812426219,1649812426563
42,3,1649812427480,1649812428622
43,3,1649812429998,1649812430618
44,3,1649812432518,1649812432804
45,3,1649812433776,1649812434797
46,3,1649812436291,1649812436678
47,3,1649812437555,1649812438724
48,3,1649812440057,1649812440277
5,4,1649812446354,1649812446686
6,4,1649812447612,1649812448796
7,4,1649812450131,1649812450770
8,4,1649812452657,1649812452790
9,4,1649812453923,1649812455009
10,4,1649812456441,1649812456839
11,4,1649812457700,1649812458876
12,4,1649812460216,1649812460781
13,4,1649812461477,1649812462721
14,4,1649812462738,1649812462823
15,4,1649812464004,1649812465098
16,4,1649812466511,1649812466994
17,4,1649812467762,1649812468823
18,4,1649812470278,1649812471005
19,4,1649812472805,1649812473029
20,4,1649812474057,1649812474678
21,4,1649812476575,1649812476742
22,4,1649812477839,1649812479039
23,4,1649812480366,1649812480821
24,4,1649812481627,1649812482548
25,4,1649812484144,1649812484494
26,4,1649812485412,1649812486433
27,4,1649812487931,1649812488336
28,4,1649812489184,1649812490150
29,4,1649812491709,1649812492171
30,4,1649812492966,1649812494172
31,4,1649812495470,1649812496224
32,4,1649812497990,1649812498343
33,4,1649812499256,1649812500139
34,4,1649812501785,1649812501865
35,4,1649812503037,1649812504036
36,4,1649812505561,1649812506021
37,4,1649812508084,1649812508292
38,4,1649812509344,1649812510397
39,4,1649812511867,1649812512241
40,4,1649812514384,1649812514527
41,4,1649812515650,1649812516676
42,4,1649812518160,1649812519411
43,4,1649812519428,1649812519438
44,4,1649812520681,1649812521138
45,4,1649812521946,1649812522901
46,4,1649812524464,1649812524813
47,4,1649812525727,1649812526629
48,4,1649812528242,1649812528417
49,4,1649812529500,1649812530327
